engine_id,cycle,op1,sensor2,sensor3,sensor4,sensor7,sensor11,sensor12,sensor15,rul
43,55,0.0004,643.25,1592.95,1407.58,553.53,48.32,519.27,8.4336,169
43,56,0.0006,643.07,1590.75,1400.07,552.97,48.28,519.92,8.4176,168
43,57,-0.0003,644.7,1599.16,1407.86,553.56,48.32,519.8,8.4235,167
43,58,0.0005,643.97,1591.44,1406.15,553.08,48.3,519.11,8.3616,166
43,59,-0.0006,644.4,1595.61,1404.33,552.66,48.39,520.12,8.4226,165
43,60,0.0005,644.15,1594.9,1405.96,553.26,48.28,521.13,8.5244,164
43,61,-0.0001,644.65,1592.06,1400.17,553.25,48.79,519.05,8.4649,163
43,62,-0.0001,644.05,1593.76,1403.6,552.59,48.04,520.74,8.4935,162
43,63,0.0002,644.28,1593.57,1402.64,552.68,48.5,520.52,8.3839,161
43,64,-0.0002,644.54,1595.33,1406.55,552.55,48.45,519.16,8.5155,160
43,65,-0.0,644.03,1592.41,1408.28,552.83,48.0,518.68,8.4735,159
43,66,-0.0006,644.92,1588.78,1406.35,552.64,48.41,520.78,8.4303,158
43,67,0.0007,644.19,1589.76,1411.99,552.91,48.31,518.88,8.4611,157
43,68,0.0003,643.9,1594.19,1406.15,553.19,48.3,518.33,8.4665,156
43,69,0.0003,643.48,1592.56,1412.84,552.65,48.41,518.49,8.4601,155
43,70,0.0002,644.44,1595.5,1406.32,552.61,48.22,519.97,8.5316,154
43,71,-0.0006,645.26,1593.59,1411.83,553.03,48.61,521.16,8.4429,153
43,72,0.0002,644.25,1595.03,1405.56,552.69,48.69,518.23,8.4828,152
43,73,0.0005,644.34,1596.82,1404.29,552.76,48.32,518.81,8.5339,151
43,74,0.0002,645.15,1596.24,1409.45,552.46,48.57,517.59,8.512,150
43,75,-0.0003,644.14,1592.76,1408.59,552.88,48.36,518.55,8.5051,149
43,76,0.0006,644.74,1593.14,1411.99,552.86,48.29,520.37,8.4923,148
43,77,0.0007,644.91,1595.92,1400.53,553.09,48.9,517.65,8.5415,147
43,78,-0.0006,644.74,1592.19,1407.32,552.96,48.75,517.98,8.5555,146
43,79,-0.0007,644.45,1594.97,1408.61,552.85,48.5,518.18,8.5412,145
43,80,0.0004,644.79,1594.17,1406.9,552.83,48.97,518.36,8.4601,144
43,81,0.0006,644.93,1599.06,1411.9,552.84,48.63,518.08,8.5376,143
43,82,0.0004,646.12,1595.51,1408.29,552.6,48.83,517.88,8.5083,142
43,83,0.0004,644.06,1595.85,1403.77,552.11,48.35,519.56,8.4589,141
43,84,-0.0005,644.62,1595.61,1412.06,552.39,48.9,516.53,8.4475,140
43,85,0.0007,644.72,1596.32,1404.61,552.7,48.5,518.41,8.5831,139
43,86,-0.0004,644.88,1594.2,1407.12,552.28,48.55,520.08,8.447,138
43,87,0.0,644.23,1591.56,1409.56,552.09,48.83,519.08,8.4975,137
43,88,-0.0005,644.99,1596.5,1404.56,552.29,48.58,518.2,8.5197,136
43,89,-0.0001,645.08,1597.83,1409.76,552.72,48.9,518.44,8.4793,135
43,90,0.0002,644.6,1594.0,1407.93,552.64,48.57,518.8,8.5481,134
43,91,0.0001,645.3,1597.3,1410.51,553.03,48.62,518.36,8.4827,133
43,92,0.0001,644.97,1593.7,1403.6,552.2,48.65,517.69,8.4489,132
43,93,-0.0004,645.82,1595.13,1405.01,552.31,48.78,516.87,8.5575,131
43,94,0.0005,645.89,1598.45,1411.09,552.38,48.6,516.84,8.4545,130
43,95,-0.0006,644.59,1596.85,1411.7,551.91,48.74,518.79,8.5696,129
43,96,0.0004,645.49,1594.83,1407.45,552.25,48.56,517.51,8.4904,128
43,97,-0.0001,644.96,1595.21,1405.25,551.8,48.58,518.61,8.5688,127
43,98,0.0005,645.51,1597.5,1409.06,552.12,48.43,518.93,8.5677,126
43,99,0.0002,645.92,1598.86,1404.44,552.26,49.13,518.18,8.5578,125
43,100,-0.0006,645.59,1598.26,1414.09,552.16,48.87,518.21,8.6361,124
43,101,-0.0001,645.27,1594.58,1406.14,551.74,48.89,520.0,8.5502,123
43,102,0.0001,644.75,1597.15,1412.85,552.59,49.21,518.34,8.6026,122
43,103,-0.0005,646.05,1599.93,1412.03,551.69,48.94,518.05,8.5369,121
43,104,-0.0004,645.37,1597.35,1408.54,552.17,49.04,517.41,8.5384,120
43,105,0.0005,645.39,1598.27,1416.67,552.37,48.84,517.92,8.6066,119
43,106,0.0006,646.37,1597.55,1407.61,551.96,48.76,519.46,8.5762,118
43,107,-0.0007,646.13,1596.74,1412.35,551.84,48.81,517.5,8.555,117
43,108,-0.0003,645.25,1597.25,1412.4,552.26,48.81,517.94,8.5112,116
43,109,-0.0006,645.02,1598.62,1404.59,552.07,48.89,518.69,8.4996,115
43,110,0.0001,645.92,1596.89,1409.42,552.02,48.68,516.32,8.5851,114
43,111,0.0007,645.71,1595.73,1411.55,552.33,48.97,517.56,8.6096,113
43,112,-0.0007,646.56,1593.41,1411.51,551.62,48.78,520.34,8.5481,112
43,113,0.0004,645.88,1595.35,1412.6,551.78,48.84,517.05,8.6452,111
43,114,0.0003,645.93,1597.3,1411.57,551.54,49.02,518.11,8.549,110
43,115,-0.0007,645.64,1599.52,1405.46,551.9,49.27,517.81,8.6068,109
43,116,0.0001,646.27,1596.18,1407.75,551.42,48.82,517.39,8.6295,108
43,117,-0.0002,645.77,1599.6,1412.11,552.24,49.12,517.86,8.6077,107
43,118,-0.0004,645.67,1596.49,1412.77,551.56,48.84,517.62,8.5604,106
43,119,0.0005,645.96,1595.45,1412.37,551.7,49.44,516.84,8.6541,105
43,120,-0.0001,646.3,1597.62,1411.19,551.06,49.28,516.54,8.6095,104
43,121,0.0003,646.96,1599.62,1407.43,551.33,49.19,518.2,8.6602,103
43,122,0.0006,646.06,1597.64,1410.52,551.26,49.26,516.45,8.623,102
43,123,-0.0003,645.3,1594.28,1413.38,551.85,49.29,517.66,8.6161,101
43,124,-0.0002,645.73,1596.59,1405.44,551.31,49.21,517.2,8.6066,100
43,125,0.0,646.33,1594.77,1412.85,551.33,49.17,518.25,8.5804,99
43,126,-0.0006,646.08,1598.55,1412.1,552.04,49.35,515.58,8.5667,98
43,127,-0.0,646.14,1599.14,1414.55,551.35,49.27,514.8,8.6149,97
43,128,0.0001,646.2,1596.58,1409.12,551.62,49.25,516.7,8.6394,96
43,129,-0.0001,646.95,1602.17,1415.8,551.15,49.35,517.16,8.6101,95
43,130,-0.0005,646.98,1599.5,1415.15,551.71,49.1,518.19,8.6592,94
43,131,-0.0004,646.52,1598.93,1409.21,551.12,49.55,516.11,8.5783,93
43,132,-0.0003,646.2,1598.66,1414.41,551.23,49.13,516.08,8.5551,92
43,133,0.0004,646.49,1598.48,1411.2,551.08,49.28,516.29,8.6334,91
43,134,0.0001,647.23,1599.22,1409.75,551.75,49.13,516.84,8.6098,90
43,135,0.0004,647.12,1595.31,1412.68,551.32,49.64,518.34,8.6557,89
43,136,-0.0006,646.34,1602.35,1415.23,551.59,49.33,517.08,8.6866,88
43,137,0.0005,646.19,1599.81,1416.38,551.05,49.31,517.71,8.547,87
43,138,0.0001,647.02,1599.65,1418.87,551.54,49.19,516.62,8.6527,86
43,139,-0.0,645.79,1603.03,1416.05,551.32,49.03,517.62,8.5421,85
43,140,0.0002,646.98,1596.65,1409.64,551.06,49.39,517.02,8.5975,84
43,141,-0.0001,646.28,1602.25,1408.76,551.37,49.42,516.17,8.5817,83
43,142,0.0003,647.2,1599.82,1411.36,551.29,49.75,517.28,8.6573,82
43,143,0.0002,647.52,1598.83,1412.39,550.52,49.17,517.21,8.6244,81
43,144,-0.0006,646.86,1597.1,1413.44,551.3,49.26,517.96,8.6926,80
43,145,0.0003,646.43,1600.33,1413.12,550.63,49.14,517.11,8.6731,79
43,146,-0.0003,647.55,1602.28,1416.05,550.97,49.46,516.06,8.6537,78
43,147,0.0006,647.89,1598.52,1413.45,551.43,49.51,515.43,8.5925,77
43,148,0.0002,646.96,1602.3,1414.45,550.95,49.62,516.22,8.6401,76
43,149,0.0003,646.32,1598.1,1411.69,550.79,49.58,515.99,8.6274,75
43,150,0.0004,647.16,1601.09,1414.22,550.33,49.77,516.68,8.685,74
43,151,-0.0006,645.66,1598.04,1413.97,551.22,49.27,517.72,8.6602,73
43,152,-0.0001,647.08,1598.76,1414.02,550.67,49.35,516.18,8.6456,72
43,153,-0.0006,647.11,1603.59,1413.5,550.86,49.29,516.41,8.6268,71
43,154,-0.0001,647.46,1600.44,1412.68,550.49,49.57,516.16,8.7791,70
43,155,0.0006,646.71,1603.22,1417.1,550.62,49.68,515.94,8.636,69
43,156,0.0004,647.36,1601.07,1415.23,551.01,49.49,515.27,8.6526,68
43,157,0.0002,648.24,1599.74,1416.51,550.7,49.81,515.52,8.6813,67
43,158,0.0004,647.47,1600.76,1409.8,550.7,49.64,513.48,8.6123,66
43,159,-0.0005,647.46,1603.75,1412.49,550.57,49.63,515.34,8.5957,65
43,160,-0.0002,646.51,1596.88,1415.91,550.89,49.62,516.66,8.7265,64
43,161,0.0004,647.02,1602.58,1413.51,550.95,49.58,516.8,8.6629,63
43,162,-0.0002,647.32,1600.31,1410.45,550.2,49.79,515.36,8.7117,62
43,163,-0.0003,647.18,1598.59,1416.48,550.94,49.67,514.98,8.6256,61
43,164,0.0006,646.91,1600.06,1409.85,550.39,49.58,517.16,8.697,60
43,165,0.0005,647.35,1600.67,1417.95,550.69,49.65,516.46,8.6878,59
43,166,0.0005,647.83,1601.29,1416.83,550.19,49.78,516.24,8.688,58
43,167,-0.0003,648.44,1600.62,1414.75,550.96,49.63,515.88,8.6393,57
43,168,-0.0004,648.12,1603.64,1417.8,550.67,49.54,516.09,8.6696,56
43,169,-0.0006,647.46,1598.36,1411.09,550.29,49.98,515.29,8.7503,55
43,170,0.0007,648.39,1600.95,1423.88,551.28,49.68,514.27,8.8125,54
43,171,-0.0003,648.07,1602.58,1414.38,550.77,49.76,515.13,8.7126,53
43,172,-0.0005,647.81,1602.01,1416.35,550.64,49.65,515.66,8.5953,52
43,173,-0.0007,648.54,1603.54,1414.43,550.46,49.86,515.82,8.6903,51
43,174,0.0002,648.15,1599.73,1416.75,550.87,49.57,514.82,8.6811,50
43,175,0.0005,648.8,1602.97,1418.65,550.53,50.1,515.8,8.7272,49
43,176,-0.0003,647.97,1598.22,1414.96,550.45,50.13,515.71,8.7261,48
43,177,-0.0006,648.77,1598.16,1420.99,550.32,50.06,514.47,8.7482,47
43,178,0.0006,648.15,1601.43,1415.25,550.25,49.68,517.84,8.7657,46
43,179,0.0,648.55,1604.48,1417.99,550.32,49.7,517.69,8.7567,45
43,180,0.0001,647.59,1599.89,1414.5,550.31,49.99,515.2,8.7953,44
43,181,-0.0,648.73,1601.75,1419.31,550.3,49.7,512.48,8.7541,43
43,182,0.0006,649.29,1601.47,1422.18,550.32,49.6,516.06,8.7668,42
43,183,-0.0003,647.92,1606.24,1414.12,550.34,49.97,513.92,8.7735,41
43,184,-0.0005,648.9,1602.26,1421.63,550.07,49.83,515.82,8.8195,40
43,185,0.0001,648.89,1599.57,1418.71,550.44,49.98,516.17,8.8015,39
43,186,0.0,649.19,1603.7,1418.61,550.0,49.87,514.21,8.674,38
43,187,0.0,648.02,1604.82,1417.97,550.51,50.16,515.79,8.7547,37
43,188,0.0007,647.49,1599.06,1415.19,549.86,50.02,515.49,8.6843,36
43,189,0.0002,649.48,1603.47,1416.4,549.83,50.16,516.87,8.6882,35
43,190,-0.0004,648.12,1602.26,1420.65,550.34,50.32,515.44,8.7712,34
43,191,-0.0,648.75,1598.09,1419.64,550.42,49.93,514.63,8.7714,33
43,192,-0.0001,649.15,1601.77,1417.93,550.36,49.78,513.07,8.7731,32
43,193,0.0005,648.95,1603.84,1422.03,550.22,49.75,515.46,8.8428,31
43,194,-0.0002,648.61,1602.34,1417.43,549.88,50.06,513.13,8.6542,30
43,195,-0.0002,649.32,1599.79,1419.53,550.2,49.87,514.71,8.7955,29
43,196,-0.0002,648.94,1605.93,1419.86,550.26,49.97,514.47,8.802,28
43,197,-0.0001,648.59,1604.0,1420.9,549.79,49.74,515.45,8.779,27
43,198,-0.0006,648.7,1601.3,1419.31,550.35,50.07,513.71,8.7321,26
43,199,0.0003,648.33,1600.27,1415.27,550.19,50.04,515.16,8.724,25
43,200,-0.0004,649.61,1600.8,1413.4,550.0,50.13,515.55,8.7901,24
43,201,-0.0001,649.17,1604.41,1412.7,549.95,50.05,514.06,8.7844,23
43,202,-0.0003,648.66,1605.4,1422.97,550.34,50.35,513.67,8.7205,22
43,203,-0.0006,649.06,1602.88,1420.9,550.44,50.35,513.79,8.855,21
43,204,-0.0,649.54,1605.88,1414.43,550.27,50.13,513.75,8.8481,20
43,205,0.0003,648.16,1603.47,1417.07,549.36,50.38,514.85,8.8382,19
43,206,-0.0007,648.78,1604.03,1422.53,549.38,50.42,513.5,8.6991,18
43,207,0.0001,649.27,1603.43,1417.6,549.49,49.89,512.97,8.8785,17
43,208,0.0001,649.08,1602.26,1417.31,549.68,50.48,512.75,8.9165,16
43,209,-0.0005,648.74,1600.41,1420.11,550.1,50.38,511.7,8.8207,15
43,210,-0.0004,649.7,1602.65,1420.68,549.75,50.35,513.44,8.8286,14
43,211,0.0,649.51,1605.37,1427.25,549.37,50.62,513.93,8.9142,13
43,212,0.0006,648.88,1603.45,1419.58,550.03,50.48,512.82,8.9168,12
43,213,0.0006,650.01,1607.75,1418.68,549.38,50.42,514.39,8.8572,11
43,214,-0.0006,650.13,1602.93,1421.34,549.43,50.05,516.21,8.7744,10
43,215,-0.0003,649.5,1603.51,1416.25,549.17,50.76,513.57,8.8219,9
43,216,0.0002,649.68,1606.25,1424.89,549.43,50.14,513.36,8.7848,8
43,217,0.0004,650.26,1603.39,1422.44,549.53,50.51,514.47,8.7792,7
43,218,0.0006,649.91,1601.92,1419.99,549.74,49.96,515.42,8.7957,6
43,219,0.0003,648.99,1604.66,1420.43,549.24,50.31,514.02,8.7676,5
43,220,-0.0002,649.37,1603.17,1424.2,549.12,50.68,514.26,8.8709,4
43,221,0.0005,649.22,1605.42,1423.26,548.89,50.39,512.69,8.8137,3
43,222,-0.0005,649.23,1604.5,1418.92,549.64,50.46,514.28,8.8857,2
43,223,-0.0002,650.53,1604.57,1416.76,549.84,50.46,515.52,8.7839,1
43,224,-0.0002,649.79,1603.27,1422.79,549.74,50.64,513.71,8.7097,0
44,1,-0.0007,641.7,1591.6,1403.79,554.15,47.45,519.86,8.3192,295
44,2,-0.0005,641.17,1589.92,1404.47,553.84,47.57,519.22,8.3632,294
44,3,0.0002,641.38,1587.73,1404.64,554.36,47.62,523.34,8.3576,293
44,4,-0.0002,642.76,1589.08,1400.92,554.32,47.54,520.73,8.3576,292
44,5,-0.0002,641.38,1594.15,1401.8,554.39,47.64,521.8,8.2756,291
44,6,0.0001,642.3,1591.13,1404.6,554.55,47.35,521.93,8.3168,290
44,7,0.0007,642.99,1588.31,1405.43,554.2,47.59,520.74,8.3311,289
44,8,0.0002,642.15,1595.94,1401.06,553.79,47.47,521.41,8.3184,288
44,9,0.0007,642.19,1593.43,1400.53,554.68,47.61,520.91,8.3467,287
44,10,0.0006,641.73,1591.61,1403.45,553.87,47.47,521.64,8.3508,286
44,11,0.0007,642.31,1588.6,1400.94,554.29,47.74,521.55,8.3983,285
44,12,0.0004,642.52,1582.9,1398.27,554.24,47.78,521.72,8.3229,284
44,13,0.0006,641.64,1591.85,1400.35,554.44,47.68,521.68,8.3209,283
44,14,-0.0007,641.43,1588.95,1405.33,554.33,47.81,520.83,8.4253,282
44,15,0.0003,642.39,1591.3,1399.64,554.13,47.37,521.09,8.3201,281
44,16,0.0005,642.31,1588.46,1404.45,553.92,47.99,522.09,8.3449,280
44,17,-0.0002,641.3,1594.51,1401.66,553.85,47.63,522.05,8.3366,279
44,18,0.0005,642.11,1591.44,1402.13,554.68,47.74,521.37,8.3471,278
44,19,0.0001,642.27,1592.55,1405.97,554.25,47.39,520.74,8.3567,277
44,20,0.0002,642.94,1590.39,1403.79,554.63,47.73,521.85,8.3451,276
44,21,0.0002,641.57,1589.63,1404.54,554.28,47.91,520.95,8.3503,275
44,22,0.0,641.9,1590.31,1400.59,553.64,47.52,521.0,8.3631,274
44,23,0.0003,641.88,1587.3,1403.28,554.53,47.94,522.01,8.2993,273
44,24,-0.0005,642.67,1590.54,1398.63,553.96,47.49,521.72,8.4355,272
44,25,0.0005,642.32,1589.21,1402.77,553.6,47.56,519.51,8.4507,271
44,26,-0.0001,642.41,1591.17,1400.51,553.58,47.79,520.13,8.3931,270
44,27,0.0001,643.2,1592.04,1403.32,554.31,47.96,522.0,8.3914,269
44,28,-0.0001,642.36,1592.47,1402.19,553.61,48.1,522.11,8.2995,268
44,29,0.0005,642.76,1592.28,1401.08,553.6,48.03,522.16,8.3551,267
44,30,0.0007,643.03,1589.06,1401.55,553.84,47.73,521.62,8.2959,266
44,31,-0.0003,642.13,1591.7,1400.28,553.6,47.53,519.59,8.3113,265
44,32,0.0005,643.23,1585.0,1400.7,554.12,47.66,521.35,8.3382,264
44,33,0.0003,642.93,1589.89,1402.67,554.29,47.98,520.04,8.325,263
44,34,0.0003,643.39,1592.9,1403.1,553.76,48.11,521.12,8.3881,262
44,35,0.0003,642.43,1594.0,1402.91,553.56,47.82,520.58,8.3711,261
44,36,-0.0007,641.67,1590.49,1405.39,553.94,47.64,522.2,8.5576,260
44,37,-0.0002,643.8,1592.93,1408.42,553.61,47.74,519.44,8.4144,259
44,38,0.0005,642.67,1591.64,1398.56,554.08,47.98,520.63,8.3179,258
44,39,-0.0003,642.26,1590.39,1406.12,553.48,47.82,519.58,8.3906,257
44,40,0.0005,642.58,1593.65,1403.27,553.23,47.78,520.86,8.4097,256
44,41,0.0002,643.83,1593.55,1406.64,553.89,48.11,520.36,8.5045,255
44,42,-0.0001,642.89,1588.67,1400.73,553.91,47.81,521.02,8.4056,254
44,43,0.0005,643.52,1588.38,1401.07,553.34,48.19,519.26,8.3812,253
44,44,0.0001,643.22,1592.1,1400.99,553.87,48.02,518.9,8.4143,252
44,45,-0.0006,642.69,1592.6,1403.78,553.64,47.94,519.67,8.3257,251
44,46,-0.0006,642.31,1592.35,1401.76,553.66,48.03,521.24,8.3929,250
44,47,0.0004,642.78,1592.45,1405.63,553.79,48.02,522.2,8.3815,249
44,48,0.0001,643.47,1592.84,1402.71,553.64,47.79,521.34,8.366,248
44,49,0.0006,643.45,1595.39,1401.96,554.13,47.88,518.95,8.3612,247
44,50,0.0003,643.89,1588.42,1405.89,553.25,47.98,520.8,8.4649,246
44,51,-0.0005,643.23,1589.95,1402.9,554.15,48.16,521.5,8.4405,245
44,52,0.0002,642.93,1592.52,1401.41,553.09,47.88,520.19,8.4401,244
44,53,0.0002,643.22,1596.31,1405.79,553.64,47.86,519.27,8.3625,243
44,54,0.0001,643.0,1597.23,1400.0,553.05,48.14,520.18,8.3477,242
44,55,0.0007,643.67,1591.35,1407.21,553.79,48.45,519.25,8.4292,241
44,56,0.0002,643.0,1590.42,1400.02,553.48,48.0,521.07,8.4455,240
44,57,-0.0006,643.61,1596.71,1406.17,553.15,47.98,518.18,8.3643,239
44,58,0.0001,643.47,1592.76,1405.8,553.24,48.1,521.26,8.3895,238
44,59,-0.0007,644.0,1592.17,1403.76,553.87,47.86,519.56,8.3304,237
44,60,0.0002,643.33,1594.95,1401.52,553.59,47.86,519.36,8.4547,236
44,61,0.0002,644.11,1592.96,1407.88,553.29,48.08,517.85,8.4504,235
44,62,0.0006,643.16,1592.87,1402.52,553.1,48.34,518.77,8.5056,234
44,63,0.0001,644.13,1593.94,1401.93,552.88,47.92,519.5,8.3945,233
44,64,-0.0007,644.17,1596.1,1398.96,553.29,48.13,520.19,8.4132,232
44,65,0.0004,643.92,1591.29,1407.74,553.26,48.15,518.76,8.4081,231
44,66,-0.0005,643.69,1590.17,1410.95,553.95,48.25,519.54,8.4842,230
44,67,0.0001,643.35,1594.65,1405.43,553.43,48.15,519.57,8.3845,229
44,68,0.0005,643.51,1592.51,1407.18,553.16,48.09,521.85,8.4378,228
44,69,-0.0001,643.5,1593.77,1409.51,553.13,48.32,520.97,8.4398,227
44,70,0.0003,644.13,1597.25,1402.76,552.9,48.34,519.07,8.5123,226
44,71,0.0004,644.09,1593.97,1408.0,553.67,48.07,519.2,8.4785,225
44,72,-0.0,643.58,1592.91,1407.38,553.67,47.93,519.25,8.4134,224
44,73,0.0007,643.37,1596.06,1396.67,553.58,48.66,518.8,8.4208,223
44,74,0.0003,643.95,1594.72,1405.85,553.5,48.29,519.66,8.3763,222
44,75,0.0002,643.13,1591.9,1407.17,552.72,48.11,519.87,8.4145,221
44,76,-0.0006,644.69,1591.54,1407.0,552.72,48.52,518.46,8.3578,220
44,77,0.0002,644.08,1589.55,1403.6,552.6,47.99,517.2,8.4637,219
44,78,-0.0003,643.39,1592.28,1403.83,552.77,48.43,519.43,8.4543,218
44,79,0.0005,643.93,1594.53,1404.62,553.35,48.37,519.72,8.5054,217
44,80,0.0,643.58,1592.38,1408.34,552.74,48.29,521.79,8.546,216
44,81,-0.0001,643.56,1593.03,1405.92,552.83,48.3,518.56,8.4402,215
44,82,-0.0004,644.06,1596.23,1398.92,552.87,48.09,519.96,8.439,214
44,83,-0.0006,644.64,1595.24,1407.62,552.63,48.78,519.02,8.5524,213
44,84,0.0006,643.68,1593.19,1409.86,553.37,48.29,519.66,8.4685,212
44,85,-0.0001,644.15,1590.35,1402.88,552.94,48.37,519.27,8.5055,211
44,86,0.0005,643.54,1593.79,1409.41,552.99,48.01,518.36,8.4343,210
44,87,0.0005,643.44,1596.55,1403.41,552.68,48.24,519.02,8.481,209
44,88,0.0004,644.49,1598.51,1412.55,552.2,48.29,518.76,8.5024,208
44,89,0.0003,644.72,1595.04,1408.86,552.49,48.23,518.28,8.3538,207
44,90,-0.0003,644.77,1592.22,1408.63,552.63,48.27,517.72,8.5144,206
44,91,-0.0001,644.0,1594.43,1407.62,552.49,48.56,519.14,8.388,205
44,92,0.0002,644.56,1592.62,1403.58,552.59,48.32,519.34,8.5863,204
44,93,-0.0002,644.58,1593.71,1404.36,552.43,48.36,517.03,8.4715,203
44,94,0.0006,644.45,1593.5,1409.17,553.22,48.22,519.18,8.5422,202
44,95,0.0006,645.38,1594.59,1407.91,552.64,48.81,517.46,8.5233,201
44,96,0.0006,645.06,1595.87,1402.17,552.6,48.41,520.63,8.4601,200
44,97,-0.0001,644.83,1596.15,1404.98,552.88,48.75,518.23,8.5531,199
44,98,0.0005,644.58,1595.84,1410.38,552.59,48.47,519.33,8.534,198
44,99,0.0002,644.71,1594.04,1403.31,552.47,48.93,517.82,8.5372,197
44,100,-0.0005,644.49,1594.72,1407.67,552.14,48.59,520.48,8.4108,196
44,101,-0.0007,644.66,1594.4,1408.84,552.87,48.43,519.42,8.549,195
44,102,0.0001,644.56,1596.5,1400.15,552.33,48.24,520.04,8.5558,194
44,103,-0.0004,645.11,1598.03,1409.51,552.73,48.24,516.75,8.4744,193
44,104,-0.0002,644.55,1597.29,1412.46,552.74,48.58,518.82,8.4814,192
44,105,0.0002,644.87,1590.59,1406.52,552.28,48.45,521.11,8.4487,191
44,106,0.0004,645.17,1593.59,1402.86,552.68,48.64,520.12,8.5036,190
44,107,-0.0001,644.93,1593.0,1407.51,552.41,48.58,518.96,8.5317,189
44,108,0.0005,644.1,1593.75,1408.27,552.15,48.68,518.39,8.4742,188
44,109,0.0004,645.8,1598.75,1404.69,552.11,48.85,518.54,8.4574,187
44,110,0.0005,644.53,1597.7,1407.5,552.82,48.66,518.39,8.3664,186
44,111,-0.0004,644.68,1595.91,1412.74,552.28,48.43,519.33,8.3956,185
44,112,0.0004,645.18,1593.73,1407.6,552.7,48.53,516.38,8.4936,184
44,113,0.0,644.83,1597.14,1405.07,552.7,48.94,519.22,8.4512,183
44,114,-0.0003,645.08,1597.64,1409.98,551.94,48.68,519.8,8.5844,182
44,115,0.0004,644.26,1596.85,1407.7,552.06,48.67,520.1,8.5299,181
44,116,0.0001,644.75,1595.72,1401.89,552.22,48.67,518.27,8.4924,180
44,117,0.0001,644.44,1599.2,1406.92,552.3,48.72,517.66,8.4901,179
44,118,-0.0,645.1,1595.07,1410.68,551.9,48.71,518.31,8.5419,178
44,119,-0.0003,644.64,1597.36,1402.22,552.6,48.15,517.27,8.5747,177
44,120,0.0003,644.89,1595.66,1407.28,552.56,48.77,519.03,8.6113,176
44,121,0.0007,644.55,1594.87,1403.2,552.04,48.72,517.6,8.6459,175
44,122,-0.0003,645.45,1594.07,1410.14,552.68,48.35,519.71,8.6055,174
44,123,0.0,644.47,1594.8,1411.99,552.44,48.72,518.09,8.5083,173
44,124,-0.0006,645.67,1595.21,1406.66,551.93,48.72,518.36,8.5707,172
44,125,0.0003,644.71,1598.99,1406.61,552.06,49.07,519.61,8.4836,171
44,126,0.0006,644.9,1597.48,1409.42,552.36,48.68,517.49,8.5674,170
44,127,0.0,645.45,1595.73,1408.95,552.64,48.67,519.5,8.529,169
44,128,0.0002,644.99,1594.96,1410.84,551.57,48.58,518.72,8.5536,168
44,129,-0.0006,645.07,1599.3,1414.13,552.02,48.83,517.81,8.5783,167
44,130,-0.0003,646.25,1595.68,1412.32,551.95,48.69,517.8,8.5659,166
44,131,0.0006,645.47,1596.03,1407.58,552.03,48.44,518.0,8.5144,165
44,132,0.0006,644.67,1597.07,1408.28,552.5,48.77,517.55,8.5173,164
44,133,-0.0002,645.73,1597.46,1408.71,551.81,48.66,518.73,8.5539,163
44,134,0.0004,645.73,1594.54,1411.69,552.34,49.13,520.97,8.5757,162
44,135,0.0004,645.93,1595.47,1414.52,552.59,49.08,518.64,8.5973,161
44,136,0.0005,644.8,1592.89,1410.0,551.65,49.18,516.98,8.604,160
44,137,-0.0005,645.67,1596.61,1415.28,552.15,49.23,519.2,8.5911,159
44,138,-0.0004,645.98,1595.95,1411.4,552.3,48.67,517.28,8.4978,158
44,139,0.0003,646.47,1592.58,1408.23,552.53,48.88,517.71,8.531,157
44,140,-0.0006,646.26,1596.75,1409.04,551.35,49.05,518.02,8.5684,156
44,141,-0.0007,645.95,1595.77,1408.45,552.46,49.05,517.59,8.5351,155
44,142,0.0,645.32,1599.27,1399.75,551.2,48.87,518.04,8.5508,154
44,143,0.0001,646.1,1594.55,1416.14,551.58,48.77,519.05,8.5661,153
44,144,0.0004,644.64,1597.27,1411.4,551.55,48.88,518.3,8.5339,152
44,145,0.0006,646.28,1596.27,1406.55,551.78,48.83,518.99,8.5953,151
44,146,-0.0006,645.42,1594.94,1410.9,552.09,48.89,516.89,8.5304,150
44,147,0.0004,646.08,1597.14,1410.07,552.01,48.93,517.18,8.4915,149
44,148,0.0006,645.4,1597.87,1411.93,552.19,49.0,517.14,8.6528,148
44,149,0.0005,646.6,1597.44,1407.51,551.27,49.25,517.75,8.7433,147
44,150,0.0004,645.78,1598.21,1408.8,552.14,48.68,518.61,8.6036,146
44,151,0.0002,645.9,1597.27,1415.74,551.91,49.01,518.49,8.6904,145
44,152,0.0005,645.25,1592.18,1408.46,551.94,49.07,516.59,8.5656,144
44,153,0.0004,645.31,1599.64,1408.36,551.7,49.0,517.39,8.5375,143
44,154,-0.0003,646.94,1592.37,1410.88,551.97,49.05,518.49,8.6286,142
44,155,-0.0002,645.66,1597.13,1417.12,551.47,49.09,518.07,8.5673,141
44,156,-0.0001,645.89,1595.01,1414.64,551.42,48.86,517.27,8.5533,140
44,157,0.0002,645.58,1595.96,1406.74,551.88,49.36,517.99,8.6195,139
44,158,0.0004,645.81,1596.23,1410.74,551.65,49.26,517.71,8.5936,138
44,159,0.0002,646.38,1597.99,1416.47,552.4,49.09,517.75,8.5287,137
